annotator	filename	mark	label	offset	span
ann1	9213363	T1	MTP	grænseoverskridende	41 60
ann1	9213363	T3	MTP	følgere	281 288
ann1	9213363	T4	MTP	følgere	357 364
ann1	9213363	T5	MTP	omløb	423 428
ann1	9213363	T6	HPB	tvunget	444 451
ann1	9213363	T7	MTP	profiler	506 514
ann1	9213363	T8	MTP	grænseoverskridende	738 757
ann1	9213363	T9	MTP	profil	768 774
ann1	9213363	T10	MTP	profiler	1025 1033
ann1	9213363	T11	MTP	profiler	98 106
ann1	9213363	T12	MTP	profiler	1146 1154
ann1	9213363	T13	MTP	får	1156 1159
ann1	9213363	T14	MTP	omfanget	1193 1201
ann1	9213363	T15	MTP	større	1220 1226
ann1	9213363	T16	MTP	opslaget	1433 1441
ann1	9213363	T17	MTP	profiler	1474 1482
ann1	9213363	T18	MTP	følgere	1548 1555
ann1	9213363	T19	MTP	profilen	1560 1568
ann1	9213363	T20	MTP	langt	1609 1614
ann1	9213363	T21	MTP	følgere	1733 1740
ann1	9213363	T22	MTP	profilerne	1788 1798
ann1	9213363	T23	MTP	profil	6 12
ann1	9213363	T24	MTP	profiler	397 405
ann1	9259262	T1	MTP	lyder	293 298
ann1	9259262	T2	MTP	optaget	1291 1298
ann1	9259262	T3	MTP	grænser	1379 1386
ann1	9259262	T4	MTP	undervejs	765 774
ann1	9259262	T5	MTP	lyder	801 806
ann1	9259262	T6	MTP	holdt	493 498
ann1	9259262	T7	MTP	hårdt	930 935
ann1	9160659	T1	MTP	ansigt	67 73
ann1	9160659	T2	MTP	viser	51 56
ann1	9160659	T3	MTP	udspillede	347 357
ann1	9160659	T4	MTP	sig	381 384
ann1	9160659	T5	MTP	scener	374 380
ann1	9160659	T6	MTP	kæmpede	557 564
ann1	9160659	T7	MTP	går	986 989
ann1	9160659	T8	MTP	presset	1047 1054
ann1	9160659	T9	MTP	ført	1406 1410
ann1	9160659	T10	MTP	korridor	1607 1615
ann1	9160659	T11	MTP	åbnet	1616 1621
ann1	9160659	T12	MTP	lukket	1636 1642
ann1	9160659	T13	MTP	korridoren	1683 1693
ann1	9160659	T14	MTP	korridor	1781 1789
ann1	9160659	T15	MTP	hårdest	1492 1499
ann1	9160659	T16	MTP	ramte	1500 1505
ann1	9160659	T17	MTP	slippe	1719 1725
ann1	9071496	T1	MTP	kommet	254 260
ann1	9071496	T2	MTP	går	450 453
ann1	9071496	T3	MTP	træde	486 491
ann1	9071496	T4	MTP	ind	492 495
ann1	9071496	T5	MTP	lejr	640 644
ann1	9071496	T6	MTP	landsholdslejren	276 292
ann1	9071496	T7	MTP	stor	564 568
ann1	9267285	T1	MTP	taburetterne	208 220
ann1	9267285	T2	MTP	ryster	249 255
ann1	9267285	T3	MTP	træde	555 560
ann1	9267285	T4	MTP	tilbage	561 568
ann1	9267285	T7	MTP	hovedpine	1039 1048
ann1	9267285	T8	MTP	set	1141 1144
ann1	9267285	T9	MTP	trække	1455 1461
ann1	9267285	T10	MTP	sig	1462 1465
ann1	9267285	T11	MTP	afhoppet	1237 1245
ann1	9267285	T12	MTP	fløj	1267 1271
ann1	9267285	T13	MTP	kommer	1301 1307
ann1	9267285	T14	HPB	bestemteste	750 761
